unIDyearSite,uniqueIDYear,uniqueID,site,year,block,row,treat,seedl_nr,height,diam_mm,dateYear,mort_date,notes,mortality,mort_binar,waxQual,damage,percentDebark,waxHeight_cm,rootCol,origNotes,mort2,rank
B9R3_chemicalS_2_2018_nursery,B9R3_chemicalS_2_2018,B9R3_chemicalS_2,nursery,2018,9,3,chemical,2,54,11.3,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R3_chemicalS_2_2019_nursery,B9R3_chemicalS_2_2019,B9R3_chemicalS_2,nursery,2019,9,3,chemical,2,59,16.6,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R3_chemicalS_2_2020_nursery,B9R3_chemicalS_2_2020,B9R3_chemicalS_2,nursery,2020,9,3,chemical,2,83,26,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R3_chemicalS_3_2018_nursery,B9R3_chemicalS_3_2018,B9R3_chemicalS_3,nursery,2018,9,3,chemical,3,54,12.4,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R3_chemicalS_3_2019_nursery,B9R3_chemicalS_3_2019,B9R3_chemicalS_3,nursery,2019,9,3,chemical,3,58,16.8,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R3_chemicalS_3_2020_nursery,B9R3_chemicalS_3_2020,B9R3_chemicalS_3,nursery,2020,9,3,chemical,3,70,22.7,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R3_chemicalS_4_2018_nursery,B9R3_chemicalS_4_2018,B9R3_chemicalS_4,nursery,2018,9,3,chemical,4,NA,NA,2018,2018,other,dead,1,NA,0,NA,NA,NA,dead,2018,NA
B9R3_chemicalS_5_2018_nursery,B9R3_chemicalS_5_2018,B9R3_chemicalS_5,nursery,2018,9,3,chemical,5,55,11.5,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R3_chemicalS_5_2019_nursery,B9R3_chemicalS_5_2019,B9R3_chemicalS_5,nursery,2019,9,3,chemical,5,58,14.7,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R3_chemicalS_5_2020_nursery,B9R3_chemicalS_5_2020,B9R3_chemicalS_5,nursery,2020,9,3,chemical,5,77,23.3,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R3_chemicalS_6_2018_nursery,B9R3_chemicalS_6_2018,B9R3_chemicalS_6,nursery,2018,9,3,chemical,6,49,9,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R3_chemicalS_6_2019_nursery,B9R3_chemicalS_6_2019,B9R3_chemicalS_6,nursery,2019,9,3,chemical,6,62,16.9,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R3_chemicalS_6_2020_nursery,B9R3_chemicalS_6_2020,B9R3_chemicalS_6,nursery,2020,9,3,chemical,6,89,26.2,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R3_chemicalS_7_2018_nursery,B9R3_chemicalS_7_2018,B9R3_chemicalS_7,nursery,2018,9,3,chemical,7,50,9.2,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R3_chemicalS_7_2019_nursery,B9R3_chemicalS_7_2019,B9R3_chemicalS_7,nursery,2019,9,3,chemical,7,55,14.1,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R3_chemicalS_7_2020_nursery,B9R3_chemicalS_7_2020,B9R3_chemicalS_7,nursery,2020,9,3,chemical,7,70,19.2,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R3_chemicalS_8_2018_nursery,B9R3_chemicalS_8_2018,B9R3_chemicalS_8,nursery,2018,9,3,chemical,8,56,8.3,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R3_chemicalS_8_2019_nursery,B9R3_chemicalS_8_2019,B9R3_chemicalS_8,nursery,2019,9,3,chemical,8,58,10.5,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R3_chemicalS_8_2020_nursery,B9R3_chemicalS_8_2020,B9R3_chemicalS_8,nursery,2020,9,3,chemical,8,69,14.7,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R3_chemicalS_9_2018_nursery,B9R3_chemicalS_9_2018,B9R3_chemicalS_9,nursery,2018,9,3,chemical,9,55,9.3,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R3_chemicalS_9_2019_nursery,B9R3_chemicalS_9_2019,B9R3_chemicalS_9,nursery,2019,9,3,chemical,9,55,11.1,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R3_chemicalS_9_2020_nursery,B9R3_chemicalS_9_2020,B9R3_chemicalS_9,nursery,2020,9,3,chemical,9,70,15.4,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R4_controlS_1_2018_nursery,B9R4_controlS_1_2018,B9R4_controlS_1,nursery,2018,9,4,control,1,61,11.6,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R4_controlS_1_2019_nursery,B9R4_controlS_1_2019,B9R4_controlS_1,nursery,2019,9,4,control,1,66,18.5,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R4_controlS_1_2020_nursery,B9R4_controlS_1_2020,B9R4_controlS_1,nursery,2020,9,4,control,1,82,25.5,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R4_controlS_10_2018_nursery,B9R4_controlS_10_2018,B9R4_controlS_10,nursery,2018,9,4,control,10,NA,NA,2018,2018,human,dead,1,NA,0,NA,NA,NA,dead,2018,NA
B9R4_controlS_2_2018_nursery,B9R4_controlS_2_2018,B9R4_controlS_2,nursery,2018,9,4,control,2,NA,NA,2018,2018,other,dead,1,NA,0,NA,NA,NA,dead,2018,NA
B9R4_controlS_3_2018_nursery,B9R4_controlS_3_2018,B9R4_controlS_3,nursery,2018,9,4,control,3,50,12.4,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R4_controlS_3_2019_nursery,B9R4_controlS_3_2019,B9R4_controlS_3,nursery,2019,9,4,control,3,56,17.8,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R4_controlS_3_2020_nursery,B9R4_controlS_3_2020,B9R4_controlS_3,nursery,2020,9,4,control,3,77,24,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R4_controlS_4_2018_nursery,B9R4_controlS_4_2018,B9R4_controlS_4,nursery,2018,9,4,control,4,59,11.1,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R4_controlS_4_2019_nursery,B9R4_controlS_4_2019,B9R4_controlS_4,nursery,2019,9,4,control,4,67,16.6,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R4_controlS_4_2020_nursery,B9R4_controlS_4_2020,B9R4_controlS_4,nursery,2020,9,4,control,4,91,25.7,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R4_controlS_5_2018_nursery,B9R4_controlS_5_2018,B9R4_controlS_5,nursery,2018,9,4,control,5,51,9.1,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R4_controlS_5_2019_nursery,B9R4_controlS_5_2019,B9R4_controlS_5,nursery,2019,9,4,control,5,57,12.3,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R4_controlS_5_2020_nursery,B9R4_controlS_5_2020,B9R4_controlS_5,nursery,2020,9,4,control,5,83,20.7,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R4_controlS_6_2018_nursery,B9R4_controlS_6_2018,B9R4_controlS_6,nursery,2018,9,4,control,6,67,11.5,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R4_controlS_6_2019_nursery,B9R4_controlS_6_2019,B9R4_controlS_6,nursery,2019,9,4,control,6,68,17.6,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R4_controlS_6_2020_nursery,B9R4_controlS_6_2020,B9R4_controlS_6,nursery,2020,9,4,control,6,88,23.9,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R4_controlS_7_2018_nursery,B9R4_controlS_7_2018,B9R4_controlS_7,nursery,2018,9,4,control,7,54,7.9,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R4_controlS_7_2019_nursery,B9R4_controlS_7_2019,B9R4_controlS_7,nursery,2019,9,4,control,7,61,12.7,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R4_controlS_7_2020_nursery,B9R4_controlS_7_2020,B9R4_controlS_7,nursery,2020,9,4,control,7,94,21.5,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R4_controlS_8_2018_nursery,B9R4_controlS_8_2018,B9R4_controlS_8,nursery,2018,9,4,control,8,52,7.8,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R4_controlS_8_2019_nursery,B9R4_controlS_8_2019,B9R4_controlS_8,nursery,2019,9,4,control,8,56,15.1,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R4_controlS_8_2020_nursery,B9R4_controlS_8_2020,B9R4_controlS_8,nursery,2020,9,4,control,8,89,22.4,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R4_controlS_9_2018_nursery,B9R4_controlS_9_2018,B9R4_controlS_9,nursery,2018,9,4,control,9,50,11.2,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R4_controlS_9_2019_nursery,B9R4_controlS_9_2019,B9R4_controlS_9,nursery,2019,9,4,control,9,59,17.8,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R4_controlS_9_2020_nursery,B9R4_controlS_9_2020,B9R4_controlS_9,nursery,2020,9,4,control,9,105,28,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R5_wax CS_1_2018_nursery,B9R5_wax CS_1_2018,B9R5_wax CS_1,nursery,2018,9,5,wax C,1,NA,NA,2018,2018,other,dead,1,0,0,NA,NA,NA,dead,2018,1
B9R5_wax CS_10_2018_nursery,B9R5_wax CS_10_2018,B9R5_wax CS_10,nursery,2018,9,5,wax C,10,44,9.2,2018,0,alive,alive,0,0,0,NA,NA,NA,alive,0,1
B9R5_wax CS_10_2019_nursery,B9R5_wax CS_10_2019,B9R5_wax CS_10,nursery,2019,9,5,wax C,10,49,12,2019,0,alive,alive,0,3,0,NA,NA,NA,alive,0,4
B9R5_wax CS_10_2020_nursery,B9R5_wax CS_10_2020,B9R5_wax CS_10,nursery,2020,9,5,wax C,10,72,17.1,2020,0,alive,alive,0,2,0,NA,NA,NA,alive,0,3
B9R5_wax CS_2_2018_nursery,B9R5_wax CS_2_2018,B9R5_wax CS_2,nursery,2018,9,5,wax C,2,53,11.5,2018,0,alive,alive,0,0,0,NA,NA,NA,alive,0,1
B9R5_wax CS_2_2019_nursery,B9R5_wax CS_2_2019,B9R5_wax CS_2,nursery,2019,9,5,wax C,2,61,13,2019,0,alive,alive,0,1,0,NA,NA,NA,alive,0,2
B9R5_wax CS_2_2020_nursery,B9R5_wax CS_2_2020,B9R5_wax CS_2,nursery,2020,9,5,wax C,2,77,19.8,2020,0,alive,alive,0,3,0,NA,NA,NA,alive,0,4
B9R5_wax CS_3_2018_nursery,B9R5_wax CS_3_2018,B9R5_wax CS_3,nursery,2018,9,5,wax C,3,49,10,2018,0,alive,alive,0,0,0,NA,NA,NA,alive,0,1
B9R5_wax CS_3_2019_nursery,B9R5_wax CS_3_2019,B9R5_wax CS_3,nursery,2019,9,5,wax C,3,57,11.2,2019,0,alive,alive,0,2,0,NA,NA,NA,alive,0,3
B9R5_wax CS_3_2020_nursery,B9R5_wax CS_3_2020,B9R5_wax CS_3,nursery,2020,9,5,wax C,3,85,19.3,2020,0,alive,alive,0,3,0,NA,NA,NA,alive,0,4
B9R5_wax CS_4_2018_nursery,B9R5_wax CS_4_2018,B9R5_wax CS_4,nursery,2018,9,5,wax C,4,39,7.2,2018,0,alive,alive,0,0,0,NA,NA,NA,alive,0,1
B9R5_wax CS_4_2019_nursery,B9R5_wax CS_4_2019,B9R5_wax CS_4,nursery,2019,9,5,wax C,4,42,10.1,2019,0,alive,alive,0,2,0,NA,NA,NA,alive,0,3
B9R5_wax CS_4_2020_nursery,B9R5_wax CS_4_2020,B9R5_wax CS_4,nursery,2020,9,5,wax C,4,61,13.2,2020,0,alive,alive,0,3,0,NA,NA,NA,alive,0,4
B9R5_wax CS_5_2018_nursery,B9R5_wax CS_5_2018,B9R5_wax CS_5,nursery,2018,9,5,wax C,5,51,7,2018,0,alive,alive,0,0,0,NA,NA,NA,alive,0,1
B9R5_wax CS_5_2019_nursery,B9R5_wax CS_5_2019,B9R5_wax CS_5,nursery,2019,9,5,wax C,5,55,11.7,2019,0,alive,alive,0,3,0,NA,NA,NA,alive,0,4
B9R5_wax CS_5_2020_nursery,B9R5_wax CS_5_2020,B9R5_wax CS_5,nursery,2020,9,5,wax C,5,80,19,2020,0,alive,alive,0,4,0,NA,NA,NA,alive,0,5
B9R5_wax CS_6_2018_nursery,B9R5_wax CS_6_2018,B9R5_wax CS_6,nursery,2018,9,5,wax C,6,NA,NA,2018,2018,human,dead,1,NA,0,NA,NA,NA,dead,2018,NA
B9R5_wax CS_7_2018_nursery,B9R5_wax CS_7_2018,B9R5_wax CS_7,nursery,2018,9,5,wax C,7,52,9.9,2018,0,alive,alive,0,0,0,NA,NA,NA,alive,0,1
B9R5_wax CS_7_2019_nursery,B9R5_wax CS_7_2019,B9R5_wax CS_7,nursery,2019,9,5,wax C,7,56,15.1,2019,0,alive,alive,0,3,0,NA,NA,NA,alive,0,4
B9R5_wax CS_7_2020_nursery,B9R5_wax CS_7_2020,B9R5_wax CS_7,nursery,2020,9,5,wax C,7,105,25.4,2020,0,alive,alive,0,4,0,NA,NA,NA,alive,0,5
B9R5_wax CS_8_2018_nursery,B9R5_wax CS_8_2018,B9R5_wax CS_8,nursery,2018,9,5,wax C,8,56,10.7,2018,0,alive,alive,0,0,0,NA,NA,NA,alive,0,1
B9R5_wax CS_8_2019_nursery,B9R5_wax CS_8_2019,B9R5_wax CS_8,nursery,2019,9,5,wax C,8,60,17.6,2019,0,alive,alive,0,3,0,NA,NA,NA,alive,0,4
B9R5_wax CS_8_2020_nursery,B9R5_wax CS_8_2020,B9R5_wax CS_8,nursery,2020,9,5,wax C,8,88,23,2020,0,alive,alive,0,4,0,NA,NA,NA,alive,0,5
B9R5_wax CS_9_2018_nursery,B9R5_wax CS_9_2018,B9R5_wax CS_9,nursery,2018,9,5,wax C,9,42,7.2,2018,0,alive,alive,0,0,0,NA,NA,NA,alive,0,1
B9R5_wax CS_9_2019_nursery,B9R5_wax CS_9_2019,B9R5_wax CS_9,nursery,2019,9,5,wax C,9,48,12.6,2019,0,alive,alive,0,2,0,NA,NA,NA,alive,0,3
B9R5_wax CS_9_2020_nursery,B9R5_wax CS_9_2020,B9R5_wax CS_9,nursery,2020,9,5,wax C,9,63,16.3,2020,0,alive,alive,0,4,0,NA,NA,NA,alive,0,5
B9R6_collarS_1_2018_nursery,B9R6_collarS_1_2018,B9R6_collarS_1,nursery,2018,9,6,collar,1,65,11.2,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R6_collarS_1_2019_nursery,B9R6_collarS_1_2019,B9R6_collarS_1,nursery,2019,9,6,collar,1,51.5,17.2,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R6_collarS_1_2020_nursery,B9R6_collarS_1_2020,B9R6_collarS_1,nursery,2020,9,6,collar,1,128,29,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R6_collarS_10_2018_nursery,B9R6_collarS_10_2018,B9R6_collarS_10,nursery,2018,9,6,collar,10,57,13,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R6_collarS_10_2019_nursery,B9R6_collarS_10_2019,B9R6_collarS_10,nursery,2019,9,6,collar,10,72,23.8,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R6_collarS_10_2020_nursery,B9R6_collarS_10_2020,B9R6_collarS_10,nursery,2020,9,6,collar,10,124,38.9,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R6_collarS_2_2018_nursery,B9R6_collarS_2_2018,B9R6_collarS_2,nursery,2018,9,6,collar,2,72,10,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R6_collarS_2_2019_nursery,B9R6_collarS_2_2019,B9R6_collarS_2,nursery,2019,9,6,collar,2,76,16.5,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R6_collarS_2_2020_nursery,B9R6_collarS_2_2020,B9R6_collarS_2,nursery,2020,9,6,collar,2,109,26.9,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R6_collarS_3_2018_nursery,B9R6_collarS_3_2018,B9R6_collarS_3,nursery,2018,9,6,collar,3,57,7.8,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R6_collarS_3_2019_nursery,B9R6_collarS_3_2019,B9R6_collarS_3,nursery,2019,9,6,collar,3,60.5,11.9,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R6_collarS_3_2020_nursery,B9R6_collarS_3_2020,B9R6_collarS_3,nursery,2020,9,6,collar,3,83,19.5,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R6_collarS_4_2018_nursery,B9R6_collarS_4_2018,B9R6_collarS_4,nursery,2018,9,6,collar,4,56,10.1,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R6_collarS_4_2019_nursery,B9R6_collarS_4_2019,B9R6_collarS_4,nursery,2019,9,6,collar,4,74,19.9,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R6_collarS_4_2020_nursery,B9R6_collarS_4_2020,B9R6_collarS_4,nursery,2020,9,6,collar,4,115,30.3,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R6_collarS_5_2018_nursery,B9R6_collarS_5_2018,B9R6_collarS_5,nursery,2018,9,6,collar,5,60,12,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R6_collarS_5_2019_nursery,B9R6_collarS_5_2019,B9R6_collarS_5,nursery,2019,9,6,collar,5,66,22.3,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R6_collarS_5_2020_nursery,B9R6_collarS_5_2020,B9R6_collarS_5,nursery,2020,9,6,collar,5,115,36.1,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R6_collarS_6_2018_nursery,B9R6_collarS_6_2018,B9R6_collarS_6,nursery,2018,9,6,collar,6,51,11,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R6_collarS_6_2019_nursery,B9R6_collarS_6_2019,B9R6_collarS_6,nursery,2019,9,6,collar,6,56,20.3,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R6_collarS_6_2020_nursery,B9R6_collarS_6_2020,B9R6_collarS_6,nursery,2020,9,6,collar,6,138,34.2,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R6_collarS_7_2018_nursery,B9R6_collarS_7_2018,B9R6_collarS_7,nursery,2018,9,6,collar,7,51,9.6,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R6_collarS_7_2019_nursery,B9R6_collarS_7_2019,B9R6_collarS_7,nursery,2019,9,6,collar,7,59,15.3,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R6_collarS_7_2020_nursery,B9R6_collarS_7_2020,B9R6_collarS_7,nursery,2020,9,6,collar,7,87,24.5,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R6_collarS_8_2018_nursery,B9R6_collarS_8_2018,B9R6_collarS_8,nursery,2018,9,6,collar,8,51,6.8,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R6_collarS_8_2019_nursery,B9R6_collarS_8_2019,B9R6_collarS_8,nursery,2019,9,6,collar,8,56,12.8,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R6_collarS_8_2020_nursery,B9R6_collarS_8_2020,B9R6_collarS_8,nursery,2020,9,6,collar,8,100,24.8,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R6_collarS_9_2018_nursery,B9R6_collarS_9_2018,B9R6_collarS_9,nursery,2018,9,6,collar,9,51,10.3,2018,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R6_collarS_9_2019_nursery,B9R6_collarS_9_2019,B9R6_collarS_9,nursery,2019,9,6,collar,9,57,14.5,2019,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B9R6_collarS_9_2020_nursery,B9R6_collarS_9_2020,B9R6_collarS_9,nursery,2020,9,6,collar,9,98,26.2,2020,0,alive,alive,0,NA,0,NA,NA,NA,alive,0,NA
B10R1chemicalS1_2018_clearcut,B10R1chemicalS1_2018,B10R1chemicalS1,clearcut,2018,10,1,chemical,1,0,NA,2018,2018,other,dead,1,0,0,0,0,,other,1,1
B10R1chemicalS10_2018_clearcut,B10R1chemicalS10_2018,B10R1chemicalS10,clearcut,2018,10,1,chemical,10,31,5.1,2018,0,alive,alive,0,0,10,10,0,,alive,0,1
B10R1chemicalS10_2019_clearcut,B10R1chemicalS10_2019,B10R1chemicalS10,clearcut,2019,10,1,chemical,10,37,6.7,2019,0,alive,alive,0,0,0,0,0,,alive,0,1
B10R1chemicalS10_2020_clearcut,B10R1chemicalS10_2020,B10R1chemicalS10,clearcut,2020,10,1,chemical,10,59,12.6,2020,0,alive,alive,0,0,0,0,0,,alive,0,1
B10R1chemicalS2_2018_clearcut,B10R1chemicalS2_2018,B10R1chemicalS2,clearcut,2018,10,1,chemical,2,0,NA,2018,2018,other,dead,1,0,20,10,0,,other,1,1
B10R1chemicalS3_2018_clearcut,B10R1chemicalS3_2018,B10R1chemicalS3,clearcut,2018,10,1,chemical,3,27,4.5,2018,0,alive,alive,0,0,0,0,0,,alive,0,1
B10R1chemicalS3_2019_clearcut,B10R1chemicalS3_2019,B10R1chemicalS3,clearcut,2019,10,1,chemical,3,33,5.2,2019,0,alive,alive,0,0,0,0,0,,alive,0,1
B10R1chemicalS3_2020_clearcut,B10R1chemicalS3_2020,B10R1chemicalS3,clearcut,2020,10,1,chemical,3,50,7.4,2020,0,alive,alive,0,0,0,0,0,,alive,0,1
B10R1chemicalS4_2018_clearcut,B10R1chemicalS4_2018,B10R1chemicalS4,clearcut,2018,10,1,chemical,4,0,NA,2018,2018,other,dead,1,0,30,20,0,,other,1,1
B10R1chemicalS5_2018_clearcut,B10R1chemicalS5_2018,B10R1chemicalS5,clearcut,2018,10,1,chemical,5,65,9.2,2018,0,alive,alive,0,0,10,10,0,,alive,0,1
B10R1chemicalS5_2019_clearcut,B10R1chemicalS5_2019,B10R1chemicalS5,clearcut,2019,10,1,chemical,5,0,NA,2019,2019,other,dead,1,0,0,0,0,,other,1,1
B10R1chemicalS6_2018_clearcut,B10R1chemicalS6_2018,B10R1chemicalS6,clearcut,2018,10,1,chemical,6,0,NA,2018,2018,other,dead,1,0,0,0,0,,other,1,1
B10R1chemicalS7_2018_clearcut,B10R1chemicalS7_2018,B10R1chemicalS7,clearcut,2018,10,1,chemical,7,35,5.3,2018,0,alive,alive,0,0,0,0,0,,alive,0,1
B10R1chemicalS7_2019_clearcut,B10R1chemicalS7_2019,B10R1chemicalS7,clearcut,2019,10,1,chemical,7,41,7.4,2019,0,alive,alive,0,0,0,0,0,,alive,0,1
B10R1chemicalS7_2020_clearcut,B10R1chemicalS7_2020,B10R1chemicalS7,clearcut,2020,10,1,chemical,7,60,10.9,2020,0,alive,alive,0,0,0,0,0,,alive,0,1
B10R1chemicalS8_2018_clearcut,B10R1chemicalS8_2018,B10R1chemicalS8,clearcut,2018,10,1,chemical,8,0,NA,2018,2018,other,dead,1,0,20,0,0,,other,1,1
B10R1chemicalS9_2018_clearcut,B10R1chemicalS9_2018,B10R1chemicalS9,clearcut,2018,10,1,chemical,9,0,NA,2018,2018,other,dead,1,0,0,10,0,,other,1,1
B10R2collarS1_2018_clearcut,B10R2collarS1_2018,B10R2collarS1,clearcut,2018,10,2,collar,1,0,NA,2018,2018,Hylastes,dead,1,0,0,0,0,,Hylastes,1,1
B10R2collarS10_2018_clearcut,B10R2collarS10_2018,B10R2collarS10,clearcut,2018,10,2,collar,10,29,4.8,2018,0,alive,alive,0,0,0,0,0,,alive,0,1
B10R2collarS10_2019_clearcut,B10R2collarS10_2019,B10R2collarS10,clearcut,2019,10,2,collar,10,34,5.7,2019,0,alive,alive,0,0,120,0,0,,alive,0,1
B10R2collarS10_2020_clearcut,B10R2collarS10_2020,B10R2collarS10,clearcut,2020,10,2,collar,10,48,9.1,2020,0,alive,alive,0,0,0,0,0,O,terminal,0,1
B10R2collarS2_2018_clearcut,B10R2collarS2_2018,B10R2collarS2,clearcut,2018,10,2,collar,2,30,4.6,2018,0,alive,alive,0,0,0,0,0,,terminal,0,1
B10R2collarS2_2019_clearcut,B10R2collarS2_2019,B10R2collarS2,clearcut,2019,10,2,collar,2,0,NA,2019,2019,Hylastes,dead,1,0,0,0,0,,Hylastes,1,1
B10R2collarS3_2018_clearcut,B10R2collarS3_2018,B10R2collarS3,clearcut,2018,10,2,collar,3,0,NA,2018,2018,other,dead,1,0,0,0,0,,other,1,1
B10R2collarS4_2018_clearcut,B10R2collarS4_2018,B10R2collarS4,clearcut,2018,10,2,collar,4,0,NA,2018,2018,Hylastes,dead,1,0,0,0,0,,Hylastes,1,1
B10R2collarS5_2018_clearcut,B10R2collarS5_2018,B10R2collarS5,clearcut,2018,10,2,collar,5,39,6.6,2018,0,alive,alive,0,0,0,0,0,SH,alive,0,1
B10R2collarS5_2019_clearcut,B10R2collarS5_2019,B10R2collarS5,clearcut,2019,10,2,collar,5,47,9,2019,0,alive,alive,0,0,150,50,0,,alive,0,1
B10R2collarS5_2020_clearcut,B10R2collarS5_2020,B10R2collarS5,clearcut,2020,10,2,collar,5,67,12.7,2020,0,alive,alive,0,0,0,0,0,O,alive,0,1
B10R2collarS6_2018_clearcut,B10R2collarS6_2018,B10R2collarS6,clearcut,2018,10,2,collar,6,35,4.5,2018,0,alive,alive,0,0,0,0,0,,alive,0,1
B10R2collarS6_2019_clearcut,B10R2collarS6_2019,B10R2collarS6,clearcut,2019,10,2,collar,6,40,5.5,2019,0,alive,alive,0,0,180,70,0,,alive,0,1
B10R2collarS6_2020_clearcut,B10R2collarS6_2020,B10R2collarS6,clearcut,2020,10,2,collar,6,44,6.3,2020,0,alive,alive,0,0,0,0,0,Z,alive,0,1
B10R2collarS7_2018_clearcut,B10R2collarS7_2018,B10R2collarS7,clearcut,2018,10,2,collar,7,42,8.5,2018,0,alive,alive,0,0,40,20,0,,bad condition,0,1
B10R2collarS7_2019_clearcut,B10R2collarS7_2019,B10R2collarS7,clearcut,2019,10,2,collar,7,0,NA,2019,2019,Hylastes,dead,1,0,0,0,0,,Hylastes,1,1
B10R2collarS8_2018_clearcut,B10R2collarS8_2018,B10R2collarS8,clearcut,2018,10,2,collar,8,32,6,2018,0,alive,alive,0,0,0,0,0,,alive,0,1
B10R2collarS8_2019_clearcut,B10R2collarS8_2019,B10R2collarS8,clearcut,2019,10,2,collar,8,40,9.3,2019,0,alive,alive,0,0,20,10,0,,alive,0,1
